0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,5,5,5,5,5,3,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,5,5,4,5,5,1,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,5,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,5,5,5,4,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
