0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0
0,0,0,0,0,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,0
0,0,0,0,0,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0
0,0,0,0,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0
0,0,0,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0
0,0,5,3,3,5,5,5,5,5,5,5,1,5,5,5,5,5,2,5,5,3,0,0,0,0,0,0,0,0
0,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0
0,0,5,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,0,0,0,0,0,0,0,0
0,0,0,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0
0,0,0,0,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0
0,0,0,0,0,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
